employee_id,employee_code,first_name,last_name,gender,date_of_birth,blood_group,marital_status,role,designation,qualification,specialization,employment_type,department_id,reporting_manager_id,years_of_experience,salary,hire_date,shift_type,employment_status,email,phone_number,emergency_contact_name,emergency_contact,emergency_contact_relation,created_by,updated_by,created_date,updated_date
96,EMP000096,Daksh,Bava,Female,1972-07-12,B-,Divorced,Doctor,Senior Consultant,MCh,Orthopedics,Contract,2,\N,9,122584,2017-02-19,Night,Active,daksh.bava96@apollohospital.com,9073741672,Emergency Contact,9434266179,Brother,System,System,2023-01-01,2025-01-01
97,EMP000097,Wyatt,Anand,Male,1979-09-28,A+,Married,Technician,Chief Technician,MMLT,Blood Bank,Full-time,5,\N,18,67264,2008-12-14,Morning,Active,wyatt.anand97@apollohospital.com,9135290965,Emergency Contact,9610143888,Sister,System,System,2023-01-01,2025-01-01
98,EMP000098,Ubika,Nadig,Female,1967-08-12,B+,Married,Pharmacist,Pharmacy Manager,D.Pharm,Retail Pharmacy,Contract,1,\N,15,70856,2011-07-15,Evening,Active,ubika.nadig98@apollohospital.com,9611254573,Emergency Contact,9875717751,Spouse,System,System,2023-01-01,2025-01-01
99,EMP000099,Darika,Mallick,Male,2002-02-01,A-,Divorced,Nurse,Staff Nurse,GNM,Emergency,Full-time,6,\N,3,42227,2023-06-21,Morning,Active,darika.mallick99@apollohospital.com,9825867362,Emergency Contact,9266093796,Brother,System,System,2023-01-01,2025-01-01
100,EMP000100,Harita,Cherian,Male,2005-04-07,A-,Divorced,Admin,Executive,BBA,Finance,Full-time,5,\N,3,34496,2023-05-25,General,Active,harita.cherian100@apollohospital.com,9371478596,Emergency Contact,9969155792,Spouse,System,System,2023-01-01,2025-01-01
101,EMP000101,Tanish,Kale,Female,1967-11-05,B-,Married,Nurse,Senior Nurse,GNM,Emergency,Contract,4,\N,6,47058,2020-06-04,Night,Active,tanish.kale101@apollohospital.com,9286692966,Emergency Contact,9278282742,Mother,System,System,2023-01-01,2025-01-01
102,EMP000102,Eesha,Naidu,Female,1983-10-02,O-,Single,Pharmacist,Pharmacy Manager,D.Pharm,Retail Pharmacy,Contract,7,\N,15,77895,2011-06-01,Evening,Active,eesha.naidu102@apollohospital.com,9676772190,Emergency Contact,9340438427,Sister,System,System,2023-01-01,2025-01-01
103,EMP000103,Avi,Sinha,Female,1974-02-19,AB-,Divorced,Admin,Manager,BBA,Procurement,Full-time,3,\N,33,80975,1993-02-09,General,Active,avi.sinha103@apollohospital.com,9613407451,Emergency Contact,9713395962,Sister,System,System,2023-01-01,2025-01-01
104,EMP000104,Falan,Sachdev,Male,1995-04-26,AB-,Divorced,Pharmacist,Pharmacist,B.Pharm,Inventory,Contract,1,\N,4,50213,2022-01-19,Morning,Active,falan.sachdev104@apollohospital.com,9544948126,Emergency Contact,9042232536,Brother,System,System,2023-01-01,2025-01-01
105,EMP000105,Bahadurjit,Bhakta,Female,1995-11-09,O+,Married,Technician,Senior Technician,DMLT,Radiology,Contract,2,\N,10,51300,2016-11-14,Evening,Active,bahadurjit.bhakta105@apollohospital.com,9577590175,Emergency Contact,9186363745,Spouse,System,System,2023-01-01,2025-01-01
106,EMP000106,Neha,Sane,Female,1983-10-05,O-,Married,Nurse,Chief Nursing Officer,M.Sc Nursing,ICU,Full-time,2,\N,18,68376,2008-10-28,Morning,Active,neha.sane106@apollohospital.com,9701277063,Emergency Contact,9242415415,Mother,System,System,2023-01-01,2025-01-01
107,EMP000107,Imaran,Dora,Female,1993-11-10,B-,Married,Doctor,Consultant,MBBS,Neurology,Full-time,5,\N,4,92008,2022-12-23,Morning,Active,imaran.dora107@apollohospital.com,9712938700,Emergency Contact,9516271361,Father,System,System,2023-01-01,2025-01-01
108,EMP000108,Janya,Agate,Female,1998-06-10,B+,Divorced,Nurse,Staff Nurse,M.Sc Nursing,Emergency,Full-time,7,\N,3,38560,2023-03-13,Night,Active,janya.agate108@apollohospital.com,9909275326,Emergency Contact,9973112196,Spouse,System,System,2023-01-01,2025-01-01
109,EMP000109,Ishanvi,Malhotra,Male,1977-03-08,A-,Single,Nurse,Nursing Supervisor,M.Sc Nursing,NICU,Contract,10,\N,11,58915,2015-05-21,Night,Active,ishanvi.malhotra109@apollohospital.com,9940438983,Emergency Contact,9640376137,Sister,System,System,2023-01-01,2025-01-01
110,EMP000110,Mekhala,Bawa,Male,1992-01-12,O+,Divorced,Doctor,Consultant,DM,Pulmonology,Contract,2,\N,5,101475,2021-06-05,Night,Active,mekhala.bawa110@apollohospital.com,9271091043,Emergency Contact,9006848666,Father,System,System,2023-01-01,2025-01-01
111,EMP000111,Chanchal,Agate,Male,1970-10-05,AB+,Single,Nurse,Chief Nursing Officer,M.Sc Nursing,Emergency,Contract,9,\N,35,109981,1991-05-03,Morning,Active,chanchal.agate111@apollohospital.com,9856914630,Emergency Contact,9316179904,Mother,System,System,2023-01-01,2025-01-01
112,EMP000112,Inaya,Kohli,Male,1997-12-05,B+,Married,Nurse,Staff Nurse,B.Sc Nursing,NICU,Full-time,7,\N,1,38237,2025-12-01,Night,Active,inaya.kohli112@apollohospital.com,9425241056,Emergency Contact,9481491778,Spouse,System,System,2023-01-01,2025-01-01
113,EMP000113,Chakradhar,Panchal,Male,2001-10-06,AB+,Single,Technician,Lab Technician,MMLT,Radiology,Full-time,3,\N,4,39071,2022-06-06,Morning,Active,chakradhar.panchal113@apollohospital.com,9003075622,Emergency Contact,9086353654,Father,System,System,2023-01-01,2025-01-01
114,EMP000114,Aahana,Raja,Male,1968-02-17,B+,Single,Technician,Chief Technician,MMLT,Radiology,Contract,10,\N,24,81015,2002-11-02,Evening,Active,aahana.raja114@apollohospital.com,9174451870,Emergency Contact,9534949375,Sister,System,System,2023-01-01,2025-01-01
115,EMP000115,Raghav,Acharya,Female,1973-12-18,A+,Married,Nurse,Nursing Supervisor,GNM,Emergency,Contract,9,\N,13,62436,2013-04-05,Evening,Active,raghav.acharya115@apollohospital.com,9050641383,Emergency Contact,9670241038,Brother,System,System,2023-01-01,2025-01-01
116,EMP000116,Ekanta,Mitra,Female,1982-12-03,B+,Divorced,Admin,Manager,M.Com,HR,Full-time,2,\N,15,54348,2011-10-04,General,Active,ekanta.mitra116@apollohospital.com,9623445655,Emergency Contact,9743132912,Father,System,System,2023-01-01,2025-01-01
117,EMP000117,Bimala,Tella,Female,1986-08-11,AB-,Single,Doctor,Consultant,DM,Pediatrics,Contract,1,\N,8,115795,2018-07-04,Evening,Active,bimala.tella117@apollohospital.com,9112490352,Emergency Contact,9135680442,Father,System,System,2023-01-01,2025-01-01
118,EMP000118,Nakul,Dubey,Female,1979-09-24,A-,Married,Nurse,Nursing Supervisor,GNM,Emergency,Full-time,5,\N,15,62994,2011-09-08,Morning,Active,nakul.dubey118@apollohospital.com,9032365199,Emergency Contact,9410137215,Father,System,System,2023-01-01,2025-01-01
119,EMP000119,Januja,Sagar,Male,2002-01-06,O+,Married,Nurse,Staff Nurse,GNM,Ward,Contract,7,\N,2,41596,2024-10-14,Evening,Active,januja.sagar119@apollohospital.com,9253244720,Emergency Contact,9999347687,Father,System,System,2023-01-01,2025-01-01
120,EMP000120,Brijesh,Kalla,Male,1991-07-05,B-,Divorced,Doctor,Consultant,MCh,Cardiology,Full-time,6,\N,5,100133,2021-07-07,Night,Active,brijesh.kalla120@apollohospital.com,9578759856,Emergency Contact,9420593040,Brother,System,System,2023-01-01,2025-01-01
121,EMP000121,Saanvi,Bhatti,Male,1970-10-08,B-,Divorced,Pharmacist,Pharmacy Manager,D.Pharm,Retail Pharmacy,Contract,1,\N,23,91971,2003-03-04,Morning,Active,saanvi.bhatti121@apollohospital.com,9396522395,Emergency Contact,9590599293,Brother,System,System,2023-01-01,2025-01-01
122,EMP000122,Vasudha,Apte,Male,1969-03-16,A+,Single,Pharmacist,Pharmacy Manager,M.Pharm,Clinical Pharmacy,Contract,8,\N,20,81163,2006-01-03,Evening,Active,vasudha.apte122@apollohospital.com,9059325250,Emergency Contact,9029218515,Brother,System,System,2023-01-01,2025-01-01
123,EMP000123,Ranveer,Buch,Female,1998-05-11,O+,Divorced,Technician,Senior Technician,BMLT,MRI,Full-time,8,\N,6,42227,2020-03-06,Evening,Active,ranveer.buch123@apollohospital.com,9392644220,Emergency Contact,9969029593,Sister,System,System,2023-01-01,2025-01-01
124,EMP000124,Abha,Din,Male,1999-03-11,B-,Married,Admin,Senior Executive,B.Com,Finance,Contract,3,\N,8,44211,2018-12-03,General,Active,abha.din124@apollohospital.com,9570433154,Emergency Contact,9100676267,Brother,System,System,2023-01-01,2025-01-01
125,EMP000125,Barkha,Walla,Male,1981-07-04,B-,Single,Pharmacist,Pharmacy Manager,B.Pharm,Clinical Pharmacy,Contract,8,\N,18,83147,2008-08-26,Morning,Active,barkha.walla125@apollohospital.com,9405411526,Emergency Contact,9218159970,Brother,System,System,2023-01-01,2025-01-01
126,EMP000126,Patrick,Sama,Female,1994-07-06,AB-,Single,Nurse,Nursing Supervisor,GNM,Ward,Full-time,8,\N,10,57711,2016-01-04,Night,Active,patrick.sama126@apollohospital.com,9844431069,Emergency Contact,9872050614,Sister,System,System,2023-01-01,2025-01-01
127,EMP000127,Aarush,Tak,Male,1975-02-01,AB+,Single,Admin,Manager,M.Com,HR,Contract,11,\N,13,49026,2013-04-06,General,Active,aarush.tak127@apollohospital.com,9774186256,Emergency Contact,9527047743,Spouse,System,System,2023-01-01,2025-01-01
128,EMP000128,Ekapad,Chad,Female,1993-12-22,AB-,Divorced,Doctor,Junior Resident,DM,General Medicine,Contract,11,\N,2,86535,2024-02-03,Morning,Active,ekapad.chad128@apollohospital.com,9686879374,Emergency Contact,9160898992,Father,System,System,2023-01-01,2025-01-01
129,EMP000129,Ganga,Patla,Female,1976-03-07,A+,Married,Nurse,Senior Nurse,GNM,Ward,Contract,6,\N,6,45654,2020-04-05,Night,Active,ganga.patla129@apollohospital.com,9294511686,Emergency Contact,9854870998,Brother,System,System,2023-01-01,2025-01-01
130,EMP000130,Anjali,Chawla,Male,1997-03-05,A-,Single,Nurse,Senior Nurse,M.Sc Nursing,ICU,Contract,7,\N,7,52436,2019-10-19,Evening,Active,anjali.chawla130@apollohospital.com,9856467997,Emergency Contact,9024629960,Brother,System,System,2023-01-01,2025-01-01
131,EMP000131,Reva,Yohannan,Female,1982-01-24,AB-,Single,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Full-time,1,\N,8,57147,2018-08-09,Evening,Active,reva.yohannan131@apollohospital.com,9713247546,Emergency Contact,9913736785,Father,System,System,2023-01-01,2025-01-01
132,EMP000132,Ekapad,Palla,Female,1973-02-10,O+,Single,Admin,Senior Executive,BBA,Finance,Contract,10,\N,11,45079,2015-12-17,General,Active,ekapad.palla132@apollohospital.com,9030705345,Emergency Contact,9786103579,Brother,System,System,2023-01-01,2025-01-01
133,EMP000133,Rehaan,Morar,Male,1993-10-18,B+,Married,Nurse,Senior Nurse,M.Sc Nursing,ICU,Full-time,2,\N,8,50335,2018-06-12,Morning,Active,rehaan.morar133@apollohospital.com,9602933334,Emergency Contact,9680072290,Mother,System,System,2023-01-01,2025-01-01
134,EMP000134,Tristan,Guha,Male,1987-12-23,O+,Married,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Contract,11,\N,10,61064,2016-11-09,Morning,Active,tristan.guha134@apollohospital.com,9748969108,Emergency Contact,9589944171,Spouse,System,System,2023-01-01,2025-01-01
135,EMP000135,Lakshit,Mallick,Female,1988-05-09,AB+,Single,Admin,Senior Executive,MBA,Finance,Contract,1,\N,11,50870,2015-11-23,General,Active,lakshit.mallick135@apollohospital.com,9965207446,Emergency Contact,9660993538,Brother,System,System,2023-01-01,2025-01-01
136,EMP000136,Harita,Lalla,Female,1982-05-28,B+,Married,Technician,Chief Technician,DMLT,CT Scan,Contract,7,\N,17,61648,2009-03-27,Evening,Active,harita.lalla136@apollohospital.com,9825135346,Emergency Contact,9554947170,Sister,System,System,2023-01-01,2025-01-01
137,EMP000137,Siya,Venkatesh,Male,2000-04-17,O+,Divorced,Technician,Lab Technician,BMLT,CT Scan,Full-time,11,\N,4,37642,2022-02-28,Morning,Active,siya.venkatesh137@apollohospital.com,9235697252,Emergency Contact,9175250074,Mother,System,System,2023-01-01,2025-01-01
138,EMP000138,Jagdish,Merchant,Male,1994-03-16,O+,Divorced,Technician,Senior Technician,BMLT,CT Scan,Full-time,9,\N,10,51514,2016-02-05,Evening,Active,jagdish.merchant138@apollohospital.com,9600835058,Emergency Contact,9300335421,Brother,System,System,2023-01-01,2025-01-01
139,EMP000139,Dipta,Mani,Male,1972-03-03,AB+,Married,Nurse,Chief Nursing Officer,M.Sc Nursing,NICU,Contract,9,\N,20,76885,2006-01-10,Night,Active,dipta.mani139@apollohospital.com,9562575326,Emergency Contact,9033230982,Father,System,System,2023-01-01,2025-01-01
140,EMP000140,Zinal,Dash,Male,1981-11-26,AB+,Divorced,Technician,Chief Technician,MMLT,Radiology,Full-time,10,\N,23,76265,2003-01-13,Morning,Active,zinal.dash140@apollohospital.com,9100167618,Emergency Contact,9472304618,Spouse,System,System,2023-01-01,2025-01-01
141,EMP000141,Samarth,De,Female,1997-02-17,A-,Married,Admin,Senior Executive,BBA,HR,Contract,2,\N,7,41577,2019-12-20,General,Active,samarth.de141@apollohospital.com,9934835642,Emergency Contact,9087375300,Father,System,System,2023-01-01,2025-01-01
142,EMP000142,Aishani,Chowdhury,Male,1997-03-03,A-,Married,Technician,Senior Technician,MMLT,Laboratory,Contract,2,\N,8,48141,2018-09-03,Evening,Active,aishani.chowdhury142@apollohospital.com,9470120455,Emergency Contact,9611002255,Brother,System,System,2023-01-01,2025-01-01
143,EMP000143,Peter,Dutt,Female,1987-06-27,A-,Married,Nurse,Staff Nurse,B.Sc Nursing,Ward,Full-time,10,\N,3,40226,2023-06-06,Evening,Active,peter.dutt143@apollohospital.com,9762120216,Emergency Contact,9979729659,Father,System,System,2023-01-01,2025-01-01
144,EMP000144,Madhavi,Deshpande,Female,1996-08-04,A+,Single,Nurse,Senior Nurse,B.Sc Nursing,OT,Contract,3,\N,8,48101,2018-07-15,Night,Active,madhavi.deshpande144@apollohospital.com,9899358891,Emergency Contact,9637562890,Father,System,System,2023-01-01,2025-01-01
145,EMP000145,Eiravati,Parmar,Female,1986-08-28,B+,Single,Doctor,Senior Consultant,DM,Pulmonology,Contract,8,\N,9,118973,2017-08-28,Evening,Active,eiravati.parmar145@apollohospital.com,9408386631,Emergency Contact,9779717751,Brother,System,System,2023-01-01,2025-01-01
146,EMP000146,Barkha,Yohannan,Male,2003-07-14,A+,Single,Nurse,Staff Nurse,M.Sc Nursing,NICU,Contract,11,\N,1,39222,2025-01-18,Evening,Active,barkha.yohannan146@apollohospital.com,9883755037,Emergency Contact,9589975711,Mother,System,System,2023-01-01,2025-01-01
147,EMP000147,Gautam,Din,Female,2003-06-27,AB+,Divorced,Pharmacist,Pharmacist,M.Pharm,Retail Pharmacy,Contract,10,\N,1,44951,2025-11-26,Morning,Active,gautam.din147@apollohospital.com,9027261493,Emergency Contact,9316373516,Father,System,System,2023-01-01,2025-01-01
148,EMP000148,Gunbir,Raja,Female,1967-08-15,B+,Married,Nurse,Senior Nurse,GNM,NICU,Contract,11,\N,8,54031,2018-11-19,Morning,Active,gunbir.raja148@apollohospital.com,9869782922,Emergency Contact,9169958669,Mother,System,System,2023-01-01,2025-01-01
149,EMP000149,Gabriel,Shenoy,Female,1986-06-10,B+,Single,Pharmacist,Pharmacy Manager,B.Pharm,Inventory,Contract,10,\N,13,71334,2013-08-26,Evening,Active,gabriel.shenoy149@apollohospital.com,9858333945,Emergency Contact,9228851587,Sister,System,System,2023-01-01,2025-01-01
150,EMP000150,Kavya,Mukhopadhyay,Male,1967-11-24,O+,Single,Pharmacist,Pharmacy Manager,M.Pharm,Clinical Pharmacy,Full-time,10,\N,27,96607,1999-09-10,Evening,Active,kavya.mukhopadhyay150@apollohospital.com,9200342442,Emergency Contact,9043805719,Sister,System,System,2023-01-01,2025-01-01
151,EMP000151,Hamsini,Bhatti,Male,1982-04-17,A+,Married,Doctor,Senior Consultant,DM,Radiology,Full-time,8,\N,13,144837,2013-12-10,Night,Active,hamsini.bhatti151@apollohospital.com,9580043973,Emergency Contact,9598933472,Father,System,System,2023-01-01,2025-01-01
152,EMP000152,Arjun,Parmar,Male,1985-12-17,A+,Married,Doctor,Junior Resident,MS,Pediatrics,Full-time,10,\N,3,88065,2023-02-13,Morning,Active,arjun.parmar152@apollohospital.com,9940572025,Emergency Contact,9909479851,Spouse,System,System,2023-01-01,2025-01-01
153,EMP000153,Yashawini,Ramanathan,Female,1972-03-17,B+,Married,Admin,Manager,M.Com,HR,Full-time,7,\N,15,52362,2011-02-26,General,Active,yashawini.ramanathan153@apollohospital.com,9355543987,Emergency Contact,9801573993,Father,System,System,2023-01-01,2025-01-01
154,EMP000154,Kalpit,Nadig,Male,1985-02-13,AB+,Single,Admin,Manager,B.Com,Procurement,Full-time,6,\N,13,50487,2013-05-18,General,Active,kalpit.nadig154@apollohospital.com,9435811288,Emergency Contact,9013361386,Father,System,System,2023-01-01,2025-01-01
155,EMP000155,Gauri,Buch,Female,1995-08-23,A-,Single,Nurse,Staff Nurse,GNM,Emergency,Full-time,9,\N,1,40506,2025-06-02,Evening,Active,gauri.buch155@apollohospital.com,9819346676,Emergency Contact,9650618091,Sister,System,System,2023-01-01,2025-01-01
156,EMP000156,Rehaan,Tak,Male,2002-06-17,AB+,Divorced,Technician,Lab Technician,DMLT,MRI,Full-time,6,\N,1,38069,2025-02-10,Evening,Active,rehaan.tak156@apollohospital.com,9660728326,Emergency Contact,9842450882,Father,System,System,2023-01-01,2025-01-01
157,EMP000157,Anya,Mitra,Female,1994-10-20,A-,Married,Doctor,Junior Resident,MD,Pulmonology,Full-time,3,\N,1,78734,2025-07-18,Evening,Active,anya.mitra157@apollohospital.com,9822239431,Emergency Contact,9290878141,Spouse,System,System,2023-01-01,2025-01-01
158,EMP000158,Krishna,Sathe,Female,1998-12-19,AB-,Single,Technician,Lab Technician,MMLT,Laboratory,Contract,7,\N,4,38019,2022-08-11,Evening,Active,krishna.sathe158@apollohospital.com,9913577594,Emergency Contact,9929955620,Spouse,System,System,2023-01-01,2025-01-01
159,EMP000159,Ikbal,Sunder,Male,1989-12-24,AB+,Married,Nurse,Senior Nurse,GNM,OT,Full-time,6,\N,8,55191,2018-11-14,Evening,Active,ikbal.sunder159@apollohospital.com,9775478129,Emergency Contact,9142834110,Sister,System,System,2023-01-01,2025-01-01
160,EMP000160,Ekansh,Konda,Male,2003-10-07,AB+,Divorced,Nurse,Staff Nurse,M.Sc Nursing,Ward,Full-time,7,\N,2,41356,2024-01-18,Morning,Active,ekansh.konda160@apollohospital.com,9563942788,Emergency Contact,9165803928,Mother,System,System,2023-01-01,2025-01-01
161,EMP000161,Bhavini,Chand,Male,1977-03-19,B+,Divorced,Admin,Senior Executive,M.Com,Operations,Contract,10,\N,6,36331,2020-10-22,General,Active,bhavini.chand161@apollohospital.com,9731453038,Emergency Contact,9567700518,Spouse,System,System,2023-01-01,2025-01-01
162,EMP000162,Meghana,Pillay,Female,1987-07-21,A-,Divorced,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Contract,9,\N,6,58168,2020-07-12,Morning,Active,meghana.pillay162@apollohospital.com,9865577908,Emergency Contact,9272318432,Mother,System,System,2023-01-01,2025-01-01
163,EMP000163,Wahab,Dutta,Male,1995-10-23,B-,Married,Admin,Senior Executive,B.Com,HR,Full-time,1,\N,6,39944,2020-02-22,General,Active,wahab.dutta163@apollohospital.com,9739260302,Emergency Contact,9992280920,Mother,System,System,2023-01-01,2025-01-01
164,EMP000164,Gautami,Murty,Male,1988-09-13,A+,Divorced,Nurse,Senior Nurse,M.Sc Nursing,OT,Full-time,8,\N,6,51759,2020-10-19,Morning,Active,gautami.murty164@apollohospital.com,9379772369,Emergency Contact,9292984257,Sister,System,System,2023-01-01,2025-01-01
165,EMP000165,Brinda,Gade,Male,1992-07-13,A+,Single,Doctor,Junior Resident,MCh,Radiology,Contract,1,\N,2,88770,2024-03-04,Morning,Active,brinda.gade165@apollohospital.com,9912799088,Emergency Contact,9117298068,Brother,System,System,2023-01-01,2025-01-01
166,EMP000166,David,Sarma,Male,1973-12-17,O-,Married,Doctor,Junior Resident,MS,Neurology,Full-time,10,\N,2,85485,2024-07-08,Morning,Active,david.sarma166@apollohospital.com,9473149864,Emergency Contact,9300981806,Mother,System,System,2023-01-01,2025-01-01
167,EMP000167,Onkar,Varty,Female,1984-06-04,AB+,Married,Technician,Chief Technician,MMLT,CT Scan,Full-time,2,\N,14,59825,2012-03-14,Evening,Active,onkar.varty167@apollohospital.com,9946368872,Emergency Contact,9588744956,Mother,System,System,2023-01-01,2025-01-01
168,EMP000168,Ikshita,Bajaj,Male,1997-08-26,A-,Single,Technician,Lab Technician,MMLT,CT Scan,Contract,7,\N,4,43639,2022-12-06,Evening,Active,ikshita.bajaj168@apollohospital.com,9890260127,Emergency Contact,9961143519,Father,System,System,2023-01-01,2025-01-01
169,EMP000169,Nitara,Sahota,Female,1980-10-21,A+,Single,Technician,Chief Technician,MMLT,CT Scan,Full-time,3,\N,13,56996,2013-09-10,Morning,Active,nitara.sahota169@apollohospital.com,9384309883,Emergency Contact,9920530214,Brother,System,System,2023-01-01,2025-01-01
170,EMP000170,Hiral,Sunder,Female,1981-07-13,A+,Divorced,Pharmacist,Pharmacy Manager,M.Pharm,Clinical Pharmacy,Contract,6,\N,22,92929,2004-10-07,Morning,Active,hiral.sunder170@apollohospital.com,9848955439,Emergency Contact,9376904268,Father,System,System,2023-01-01,2025-01-01
171,EMP000171,Sai,Jha,Female,1961-09-10,AB+,Divorced,Doctor,Consultant,MCh,Pediatrics,Full-time,2,\N,5,102686,2021-06-04,Evening,Active,sai.jha171@apollohospital.com,9697357790,Emergency Contact,9714163356,Spouse,System,System,2023-01-01,2025-01-01
172,EMP000172,Aditya,Kade,Female,1970-12-27,AB+,Single,Pharmacist,Pharmacist,B.Pharm,Inventory,Contract,5,\N,1,45334,2025-05-08,Evening,Active,aditya.kade172@apollohospital.com,9182755394,Emergency Contact,9237333433,Mother,System,System,2023-01-01,2025-01-01
173,EMP000173,Sanaya,Lal,Male,1990-03-25,A-,Divorced,Admin,Senior Executive,M.Com,HR,Contract,4,\N,12,51260,2014-02-04,General,Active,sanaya.lal173@apollohospital.com,9759579472,Emergency Contact,9846392086,Brother,System,System,2023-01-01,2025-01-01
174,EMP000174,Bhavika,Mishra,Female,1970-09-12,B+,Married,Nurse,Staff Nurse,GNM,NICU,Contract,11,\N,3,41768,2023-07-28,Evening,Active,bhavika.mishra174@apollohospital.com,9003691559,Emergency Contact,9428434795,Spouse,System,System,2023-01-01,2025-01-01
175,EMP000175,Pushti,Sagar,Female,1993-07-07,AB-,Married,Technician,Senior Technician,BMLT,MRI,Full-time,6,\N,8,48092,2018-07-23,Morning,Active,pushti.sagar175@apollohospital.com,9929314386,Emergency Contact,9632270267,Mother,System,System,2023-01-01,2025-01-01
176,EMP000176,Ojasvi,Jhaveri,Male,1963-12-11,AB+,Divorced,Doctor,Head Consultant,MCh,Cardiology,Contract,6,\N,35,250263,1991-08-10,Morning,Active,ojasvi.jhaveri176@apollohospital.com,9203471754,Emergency Contact,9558845061,Spouse,System,System,2023-01-01,2025-01-01
177,EMP000177,Upma,Ramachandran,Male,1993-10-21,B+,Married,Admin,Senior Executive,B.Com,Operations,Full-time,4,\N,10,47514,2016-11-18,General,Active,upma.ramachandran177@apollohospital.com,9716947225,Emergency Contact,9699611253,Spouse,System,System,2023-01-01,2025-01-01
178,EMP000178,Madhav,Chaudhuri,Male,1983-05-23,O+,Married,Pharmacist,Pharmacy Manager,B.Pharm,Retail Pharmacy,Contract,2,\N,21,89326,2005-05-20,Evening,Active,madhav.chaudhuri178@apollohospital.com,9622023413,Emergency Contact,9261117800,Brother,System,System,2023-01-01,2025-01-01
179,EMP000179,Rajata,Lal,Female,1970-02-09,A-,Divorced,Pharmacist,Senior Pharmacist,B.Pharm,Retail Pharmacy,Full-time,9,\N,6,52078,2020-10-05,Morning,Active,rajata.lal179@apollohospital.com,9472282005,Emergency Contact,9577848728,Mother,System,System,2023-01-01,2025-01-01
180,EMP000180,Tarak,Pau,Female,1968-08-21,O+,Divorced,Admin,Manager,B.Com,Operations,Contract,5,\N,39,89445,1987-12-21,General,Active,tarak.pau180@apollohospital.com,9174564240,Emergency Contact,9082547807,Brother,System,System,2023-01-01,2025-01-01
181,EMP000181,Krishna,Golla,Male,1986-07-26,B-,Single,Admin,Executive,B.Com,Finance,Contract,7,\N,1,31872,2025-05-20,General,Active,krishna.golla181@apollohospital.com,9632663416,Emergency Contact,9389448463,Father,System,System,2023-01-01,2025-01-01
182,EMP000182,Bhanumati,Bumb,Male,1992-05-04,O-,Married,Pharmacist,Pharmacist,M.Pharm,Inventory,Contract,8,\N,3,47630,2023-11-15,Morning,Active,bhanumati.bumb182@apollohospital.com,9502080214,Emergency Contact,9427031207,Mother,System,System,2023-01-01,2025-01-01
183,EMP000183,Yashoda,Sant,Female,1983-05-26,O-,Divorced,Technician,Chief Technician,DMLT,MRI,Full-time,8,\N,14,55857,2012-08-12,Morning,Active,yashoda.sant183@apollohospital.com,9046187234,Emergency Contact,9601367303,Brother,System,System,2023-01-01,2025-01-01
184,EMP000184,Upkaar,Gade,Female,1990-11-07,AB+,Married,Doctor,Senior Consultant,MD,Cardiology,Contract,2,\N,9,123100,2017-08-13,Night,Active,upkaar.gade184@apollohospital.com,9814743503,Emergency Contact,9136502491,Brother,System,System,2023-01-01,2025-01-01
185,EMP000185,Maanav,Sankar,Male,1981-01-19,B+,Married,Doctor,Junior Resident,MBBS,General Medicine,Full-time,1,\N,1,78291,2025-12-16,Evening,Active,maanav.sankar185@apollohospital.com,9195005281,Emergency Contact,9273585730,Brother,System,System,2023-01-01,2025-01-01
186,EMP000186,Xavier,Varkey,Male,1983-03-09,O-,Divorced,Admin,Manager,B.Com,Procurement,Contract,5,\N,24,64554,2002-01-16,General,Active,xavier.varkey186@apollohospital.com,9855749821,Emergency Contact,9827448570,Sister,System,System,2023-01-01,2025-01-01
187,EMP000187,Onkar,Dhar,Female,1972-03-01,AB-,Divorced,Doctor,Head Consultant,MD,Pulmonology,Contract,7,\N,24,197906,2002-10-28,Morning,Active,onkar.dhar187@apollohospital.com,9863878294,Emergency Contact,9565118102,Mother,System,System,2023-01-01,2025-01-01
188,EMP000188,Manbir,Mandal,Male,2002-02-16,A+,Divorced,Nurse,Staff Nurse,M.Sc Nursing,Ward,Contract,6,\N,1,39389,2025-04-04,Evening,Active,manbir.mandal188@apollohospital.com,9899405391,Emergency Contact,9037170586,Spouse,System,System,2023-01-01,2025-01-01
189,EMP000189,Kalpit,Maharaj,Female,1993-05-17,A-,Married,Doctor,Consultant,MBBS,General Medicine,Contract,5,\N,5,104869,2021-01-24,Night,Active,kalpit.maharaj189@apollohospital.com,9113863383,Emergency Contact,9928861957,Brother,System,System,2023-01-01,2025-01-01
190,EMP000190,Hredhaan,Sankar,Male,1997-03-18,AB-,Divorced,Pharmacist,Pharmacist,D.Pharm,Inventory,Contract,11,\N,2,46314,2024-07-17,Evening,Active,hredhaan.sankar190@apollohospital.com,9558556659,Emergency Contact,9398368457,Brother,System,System,2023-01-01,2025-01-01
191,EMP000191,Nikita,Ramesh,Female,1979-12-02,A+,Divorced,Technician,Lab Technician,DMLT,MRI,Full-time,3,\N,1,31853,2025-05-20,Evening,Active,nikita.ramesh191@apollohospital.com,9335048889,Emergency Contact,9921075224,Spouse,System,System,2023-01-01,2025-01-01
